river,country,province
Thjorsa,IS,Iceland
Jökulsa a Fjöllum,IS,Iceland
Thames,GB,East of England
Thames,GB,South East England
Severn,GB,South West England
Avon,GB,South West England
Test,GB,South East England
Great Ouse,GB,East of England
Trent,GB,Yorkshire and the Humber
Ouse,GB,Yorkshire and the Humber
Aire,GB,Yorkshire and the Humber
Clyde,GB,Scotland
Leven,GB,Scotland
Ness,GB,Scotland
Bann,GB,Northern Ireland
Shannon,IRL,Munster
Gudenå,DK,Midtjylland
Glomma,N,Østfold
Lågen,N,Akershus
Götaälv,S,Västra Götaland
Motala Ström,S,Östergötland
Klarälv,S,Värmland
Dalälv,S,Uppsala
Västerdalälv,S,Dalarna
Österdalälv,S,Dalarna
Umeälv,S,Västerbotten
Paatsjoki,R,Murmanskaya
Paatsjoki,N,Finnmark
Torneälv,SF,Lappia
Torneälv,S,Västerbotten
Ounasjoki,SF,Lappia
Kemijoki,SF,Lappia
Oulujoki,SF,Pohjois-Pohjanmaa
Kymijoki,SF,Kymenlaakso
Kokemäenjoki,SF,Satakunta
Vuoksi,R,Karelia
Memel,LT,Lithuania
Memel,R,Kaliningradskaya
Neris,LT,Lithuania
Weichsel,PL,Pomorskie
Narew,PL,Mazowieckie
Western Bug,PL,Mazowieckie
Dunajec,PL,Małopolskie
San,PL,Podkarpackie
Poprad,PL,Małopolskie
Oder,D,Mecklenburg-Vorpommern
Oder,PL,Zachodniopomorskie
Neiße,D,Brandenburg
Neiße,PL,Lubuskie
Warta,PL,Śląskie
Elbe,D,Niedersachsen
Havel,D,Sachsen-Anhalt
Spree,D,Berlin
Saale,D,Sachsen-Anhalt
Weiße Elster,D,Sachsen-Anhalt
Mulde,D,Sachsen-Anhalt
Eger,CZ,Ústecký
Moldau,CZ,Středočeský
Berounka,CZ,Praha
Weser,D,Bremen
Weser,D,Niedersachsen
Aller,D,Niedersachsen
Oker,D,Niedersachsen
Leine,D,Niedersachsen
Werra,D,Niedersachsen
Fulda,D,Hessen
Ems,D,Niedersachsen
Hase,D,Niedersachsen
Rhein,NL,Zuid-Holland
Lippe,D,Nordrhein-Westfalen
Emscher,D,Nordrhein-Westfalen
Ruhr,D,Nordrhein-Westfalen
Wupper,D,Nordrhein-Westfalen
Sieg,D,Nordrhein-Westfalen
Lahn,D,Rheinland-Pfalz
Main,D,Hessen
Regnitz,D,Bayern
Rednitz,D,Bayern
Pegnitz,D,Bayern
Nidda,D,Hessen
Mosel,D,Rheinland-Pfalz
Sauer,D,Rheinland-Pfalz
Alzette,L,Luxembourg
Saar,D,Rheinland-Pfalz
Meurthe,F,Grand Est
Neckar,D,Baden-Württemberg
Enz,D,Baden-Württemberg
Ill,F,Grand Est
Elz,D,Baden-Württemberg
Birs,CH,Basel-Stadt
Aare,CH,Aargau
Saane,CH,Bern
Zihl,CH,Bern
Zihl,CH,Neuchâtel
Orbe,CH,Vaud
Reuss,CH,Aargau
Limmat,CH,Aargau
Thur,CH,Zürich
Bregenzer Ach,A,Vorarlberg
Hinterrhein,CH,Graubünden
Maas,NL,Noord-Brabant
Rur,NL,Limburg
Schelde,NL,Zeeland
Somme,F,Hauts-de-France
Seine,F,Normandie
Marne,F,Île-de-France
Vilaine,F,Bretagne
Loire,F,Pays de la Loire
Maine,F,Pays de la Loire
Sarthe,F,Pays de la Loire
Mayenne,F,Pays de la Loire
Vienne,F,Centre-Val de Loire
Cher,F,Centre-Val de Loire
Allier,F,Centre-Val de Loire
Garonne,F,Nouvelle-Aquitaine
Rhone,F,Provence-Alpes-Côte d'Azur
Saone,F,Auvergne-Rhône-Alpes
Doubs,F,Bourgogne-Franche-Comté
Isere,F,Auvergne-Rhône-Alpes
Durance,F,Provence-Alpes-Côte d'Azur
Mino,P,Viana do Castelo
Douro,P,Aveiro
Douro,P,Porto
Mondego,P,Coimbra
Tejo,P,Lisboa
Jarama,E,Castilla-La Mancha
Sado,P,Setubal
Guadiana,E,Andalucía
Guadiana,P,Algarve
Guadalquivir,E,Andalucía
Genil,E,Andalucía
Segura,E,Valenciana
Júcar,E,Valenciana
Turia,E,Valenciana
Ebro,E,Catalunya
Segre,E,Catalunya
Valira,E,Catalunya
Po,I,Veneto
Po,I,Emilia-Romagna
Tresa,I,Lombardia
Ticino,I,Lombardia
Moesa,CH,Graubünden
Lambro,I,Lombardia
Dora Baltea,I,Piemonte
Tanaro,I,Piemonte
Adda,I,Lombardia
Mera,I,Lombardia
Mincio,I,Veneto
Etsch,I,Veneto
Tevere,I,Lazio
Marta,I,Lazio
Arrone,I,Lazio
Arno,I,Toscana
Imera Meridionale,I,Sicilia
Tirso,I,Sardegna
Donau,UA,Odeska
Donau,RO,Tulcea
Breg,D,Baden-Württemberg
Brigach,D,Baden-Württemberg
Iller,D,Baden-Württemberg
Iller,D,Bayern
Lech,D,Bayern
Isar,D,Bayern
Ammer,D,Bayern
Würm,D,Bayern
Inn,D,Bayern
Ilz,D,Bayern
Regen,D,Bayern
Naab,D,Bayern
Alz,D,Bayern
Salzach,D,Bayern
Salzach,A,Oberösterreich
Enns,A,Oberösterreich
Enns,A,Niederösterreich
March,SK,Bratislavský
March,A,Niederösterreich
Thaya,CZ,Jihomoravský
Thaya,A,Niederösterreich
Svratka,CZ,Jihomoravský
Jihlava,CZ,Jihomoravský
Raab,H,Győr-Moson-Sopron
Waag,SK,Nitriansky
Orava,SK,Žilinský
Czarna Orava,SK,Žilinský
Biela Orava,SK,Žilinský
Nitra,SK,Nitriansky
Hron,SK,Nitriansky
Drau,HR,Croatia
Gail,A,Kärnten
Mur,H,Zala
Mur,HR,Croatia
Tisza,SRB,Serbia
Somes,H,Szabolcs-Szatmár-Bereg
Sajó,H,Borsod-Abaúj-Zemplén
Hernad,H,Borsod-Abaúj-Zemplén
Torysa,SK,Košický
Mureș,H,Csongrád
Argeș,RO,Călăraşi
Dâmbovița,RO,Călăraşi
Ialomița,RO,Călăraşi
Save,SRB,Serbia
Bosna,BIH,Federacija Bosne i Hercegovine
Bosna,BIH,Republika Srpska
Drina,SRB,Serbia
Drina,BIH,Republika Srpska
Tara,MNE,Montenegro
Tara,BIH,Republika Srpska
Piva,MNE,Montenegro
Piva,BIH,Republika Srpska
Morava,SRB,Serbia
Southern Morava,SRB,Serbia
Zapadna Morava,SRB,Serbia
Ibar,SRB,Serbia
Iskar,BG,Bulgaria
Ossam,BG,Bulgaria
Timiş,SRB,Serbia
Jiu,RO,Dolj
Olt,RO,Olt
Siret,RO,Galaţi
Pruth,RO,Galaţi
Pruth,MD,Moldova
Moraca,MNE,Montenegro
Neretva,HR,Croatia
Buna,AL,Albania
Drin,AL,Albania
White Drin,AL,Albania
Black Drin,AL,Albania
Vjosa,AL,Albania
Acheloos,GR,Dytikis Elladas
Aliakmonas,GR,Kentrikis Makedonias
Vardar,GR,Kentrikis Makedonias
Struma,GR,Kentrikis Makedonias
Maritsa,GR,Anatolikis Makedonias kai Thrakis
Maritsa,TR,Edirne
Tundzha,TR,Edirne
Nachal HaKishon,IL,Hefa
Nachal Sorek,IL,HaMerkaz
Nachal HaBesor,GAZA,Gaza Strip
Jordan,WB,West Bank
Jordan,JOR,Jordan
Litani,RL,Lebanon
Orontes,TR,Hatay
Seyhan,TR,Adana
Seyhan,TR,Mersin
Sakarya,TR,Sakarya
Kızılırmak,TR,Samsun
Rioni,GE,Georgia
Terek,R,Dagestan
Samur,R,Dagestan
Kura,AZ,Azerbaijan
Aras,AZ,Azerbaijan
Hrazdan,ARM,Armenia
Schatt al Arab,IRQ,Basrah
Tigris,IRQ,Basrah
Euphrat,IRQ,Basrah
Murat,TR,Elazığ
Karasu,TR,Erzincan
Karun,IR,Khuzestan
Sefid-Rud,IR,Gilan
Atrek,TM,Balkan
Helmand,IR,Sistan and Baluchestan
Northern Dwina,R,Arkhangelskaya
Suchona,R,Vologodskaya
Vychegda,R,Arkhangelskaya
Pechora,R,Arkhangelskaya
Newa,R,Leningradskaya
Swir,R,Leningradskaya
Wyg,R,Karelia
Narva,R,Leningradskaya
Daugava,LV,Latvia
Dnister,UA,Odeska
SouthernBug,UA,Mykolaïvska
Inhul,UA,Mykolaïvska
Dnepr,UA,Chersonska
Berezina,BY,Gomel
Sozh,BY,Gomel
Sozh,UA,Cernihivska
Svislach,BY,Mahiljou
Prypjat,UA,Kyïvska
Styr,BY,Brest
Teteriv,UA,Kyïvska
Desna,UA,Kyïvska
Seym,UA,Cernihivska
Psel,UA,Kyïvska
Vorskla,UA,Kyïvska
Inhulets,UA,Chersonska
Kalmius,UA,Donetska
Don,R,Rostovskaya
Donets,R,Rostovskaya
Manych,R,Rostovskaya
East Manych,R,Kalmykiya
East Manych,R,Dagestan
Oskol,UA,Charkivska
Kuban,R,Krasnodarskiy
Volga,R,Astrakhanskaya
Oka,R,Nizhnii Novgorodskaya
Moskva,R,Moskovskaya
Kama,R,Tatarstan
Vyatka,R,Tatarstan
Chusovaya,R,Permskij
Belaya,R,Tatarstan
Ural,KZ,Atyrau
Emba,KZ,Atyrau
Ob,R,Tyumenskaya
Irtysh,R,Tyumenskaya
Tobol,R,Tyumenskaya
Tura,R,Tyumenskaya
Tagil,R,Sverdlovskaya
Isset,R,Tyumenskaya
Miass,R,Kurganskaya
Ishim,R,Tyumenskaya
Katun,R,Altayskiy
Chulym,R,Tomskaya
Tom,R,Tomskaya
Yenissey,R,Krasnoyarsk
Little Yenissey,R,Tyva
Nizhnyaya Tunguska,R,Krasnoyarsk
Chantaika,R,Krasnoyarsk
Angara,R,Krasnoyarsk
Selenge,R,Buryatiya
Egiin Gol,MNG,Mongolia
Orchon,MNG,Mongolia
Tuul,MNG,Mongolia
Pyasina,R,Krasnoyarsk
Taimyra,R,Krasnoyarsk
Chatanga,R,Krasnoyarsk
Olenyok,R,Sakha
Lena,R,Sakha
Vilyuy,R,Sakha
Aldan,R,Sakha
Vitim,R,Sakha
Indigirka,R,Sakha
Kolyma,R,Sakha
Anadyr,R,Chukotka
Kamchatka,R,Kamchatka
Amur,R,Khabarovskiy
Schilka,R,Zabaykalskiy
Ingoda,R,Zabaykalskiy
Onon,R,Zabaykalskiy
Argun,R,Zabaykalskiy
Argun,CN,Nei Mongol
Songhua,CN,Heilongjiang
Sungacha,R,Primorskiy
Sungacha,CN,Heilongjiang
Ussuri,R,Khabarovskiy
Kherlen,CN,Nei Mongol
Syrdarja,KZ,Kyzylorda
Naryn,UZ,Namangan
Amudarja,UZ,Qoraqalpogʻiston
Vakhsh,TJ,Khatlon
Pjandsh,AFG,Afghanistan
Pjandsh,TJ,Khatlon
Bartang,TJ,Gorno-Badakhshan
Ili,KZ,Almaty
Künes,CN,Xinjiang
Tekes,CN,Xinjiang
Tarim-Yarkend,CN,Xinjiang
Tumen,R,Primorskiy
Tumen,KP,North Korea
Yalu,CN,Liaoning
Yalu,KP,North Korea
Taedong,KP,North Korea
Nakdonggang,ROK,South Korea
Namhangang,ROK,South Korea
Bukhangang,ROK,South Korea
Geumgang,ROK,South Korea
Ishikari,J,Hokkaido
Shinano,J,Niigata
Tone,J,Ibaraki
Tone,J,Chiba
Kitakami,J,Miyagi
Yodo,J,Osaka
Kushiro,J,Hokkaido
Tamsui,RC,Taiwan
Gaoping,RC,Taiwan
Liao He,CN,Liaoning
Huang He,CN,Shandong
Wei He,CN,Shaanxi
Huai,CN,Jiangsu
Yangtze,CN,Jiangsu
Yangtze,CN,Shanghai
Han,CN,Hubei
Gan Jiang,CN,Jiangxi
Xiang Jiang,CN,Hunan
Yuan Jiang,CN,Hunan
Pearl River,CN,Guangdong
Pearl River,HK,Hong Kong
Dong Jiang,CN,Guangdong
Bei Jiang,CN,Guangdong
Xi Jiang,CN,Guangdong
Hong He,VN,Red River Delta
Mekong,VN,Mekong River Delta
Tonle Sap River,K,Cambodia
Mae Nam Chao Phraya,THA,Thailand
Mae Nam Ping,THA,Thailand
Mae Nam Nan,THA,Thailand
Saluen,MYA,Mon
Irawaddy,MYA,Ayeyarwady
Ganges,BD,Barisal
Ganges,BD,Chittagong
Ghaghara,IND,Bihar
Gandaki,IND,Bihar
Kali Gandaki,NEP,Nepal
Trishuli,NEP,Nepal
Koshi,IND,Bihar
Sunkoshi,NEP,Nepal
Arun,NEP,Nepal
Yamuna,IND,Uttar Pradesh
Chambal,IND,Uttar Pradesh
Brahmaputra,BD,Dhaka
Brahmaputra,BD,Rajshahi
Raidak,BD,Rangpur
Jaldhaka,BD,Rangpur
Tista,BD,Rangpur
Meghna,BD,Chittagong
Meghna,BD,Dhaka
Godavari,IND,Andhra Pradesh
Mahanadi,IND,Odisha
Krishna,IND,Andhra Pradesh
Narmada,IND,Gujarat
Indus,PK,Sindh
Kabul,PK,Khyber Pakhtunkhwa
Panjnad,PK,Punjab
Satluj,PK,Punjab
Chanab,PK,Punjab
Jhelum,PK,Punjab
Ravi,PK,Punjab
Mahaweli,CL,Sri Lanka
Asahan,RI,Sumatera Utara
Batang Hari,RI,Jambi
Solo,RI,Jawa Timur
Rajang,MAL,Sarawak
Kapuas,RI,Kalimantan Barat
Mahakam,RI,Kalimantan Timur
Barito,RI,Kalimantan Selatan
Pansipit River,RP,Calabarzon
Pasig River,RP,Metro Manila
Agus River,RP,Northern Mindanao
Mamberano,RI,Papua
Digul,RI,Papua
Sepik,PNG,North
Fly River,PNG,South
Ruggles River,CDN,Nunavut
Koukdjuak River,CDN,Nunavut
Yukon River,USA,Alaska
Newhalen River,USA,Alaska
Kvichak River,USA,Alaska
Fraser River,CDN,British Columbia
Mackenzie River,CDN,Northwest Territories
Great Bear River,CDN,Northwest Territories
Slave River,CDN,Northwest Territories
Athabasca River,CDN,Alberta
Peace River,CDN,Alberta
Liard River,CDN,Northwest Territories
Nelson River,CDN,Manitoba
Saskatchewan River,CDN,Manitoba
North Saskatchewan River,CDN,Saskatchewan
South Saskatchewan River,CDN,Saskatchewan
Red River of the North,CDN,Manitoba
Churchill River,CDN,Newfoundland and Labrador
Saint Lawrence River,CDN,Quebec
Ottawa River,CDN,Quebec
Niagara River,CDN,Ontario
Niagara River,USA,New York
Detroit River,CDN,Ontario
Detroit River,USA,Michigan
Saint Marys River,CDN,Ontario
Saint Marys River,USA,Michigan
Manitou River,CDN,Ontario
Mindemoya River,CDN,Ontario
Straits of Mackinac,USA,Michigan
Nipigon River,CDN,Ontario
Manicouagan River,CDN,Quebec
Riviere Richelieu,CDN,Quebec
Merrimack River,USA,Massachusetts
Connecticut River,USA,Connecticut
Hudson River,USA,New York
Delaware River,USA,Delaware
Delaware River,USA,New Jersey
Susquehanna River,USA,Maryland
Potomac River,USA,Maryland
Potomac River,USA,Virginia
Savannah River,USA,Georgia
Savannah River,USA,South Carolina
Caloosahatchee River,USA,Florida
Mississippi,USA,Louisiana
Missouri,USA,Missouri
Platte River,USA,Nebraska
North Platte River,USA,Nebraska
South Platte River,USA,Nebraska
Arkansas,USA,Arkansas
Ohio River,USA,Illinois
Ohio River,USA,Kentucky
Allegheny River,USA,Pennsylvania
Tennessee River,USA,Kentucky
Columbia River,USA,Oregon
Columbia River,USA,Washington
Clark Fork River,USA,Washington
Chelan River,USA,Oregon
Snake River,USA,Washington
Salmon River,USA,Idaho
Klamath River,USA,California
Sacramento River,USA,California
Feather River,USA,California
San Joaquin River,USA,California
Truckee River,USA,Nevada
Humboldt River,USA,Nevada
Amargosa River,USA,California
Bear River,USA,Utah
Jordan River,USA,Utah
Colorado,MEX,Baja California
Colorado,MEX,Sonora
Gila River,USA,Arizona
Green River,USA,Utah
Brazos River,USA,Texas
Rio Grande del Norte,USA,Texas
Rio Grande del Norte,MEX,Tamaulipas
Rio Lerma Santiago,MEX,Michoacán
Rio Usumacinta,MEX,Tabasco
Rio Grijalva,MEX,Tabasco
Belize River,BZ,Belize
Rio Dulce,GCA,Guatemala
Rio Motagua,GCA,Guatemala
Rio Lempa,ES,El Salvador
Rio Patuca,HN,Colón
Rio Coco,HN,Colón
Rio Coco,NIC,Nicaragua
Rio San Juan,NIC,Nicaragua
Rio San Juan,CR,Limón
Rio Chepo,PA,Panamá
Rio Cauto,C,Granma
Artibonito,RH,Haiti
Rio Guayas,EC,Ecuador
Rio Magdalena,CO,Atlántico
Rio Magdalena,CO,Magdalena
Rio Cauca,CO,Bolívar
Rio Bogota,CO,Cundinamarca
Catatumbo,YV,Zulia
Orinoco,YV,Delta Amacuro
Arauca,YV,Apure
Apure,YV,Apure
Apure,YV,Guárico
Rio Meta,YV,Apure
Rio Meta,CO,Vichada
Rio Guaviare,CO,Guainía
Rio Guaviare,CO,Vichada
Essequibo,GUY,Guyana
Suriname,SME,Suriname
Oyapock,GF,French Guiana
Oyapock,BR,Amapá
Amazonas,BR,Amapá
Amazonas,BR,Pará
Rio Negro,BR,Amazonas
Japura,BR,Amazonas
Rio Putumayo,BR,Amazonas
Maranon,PE,Loreto
Huallaga,PE,Loreto
Ucayali,PE,Loreto
Urubamba,PE,Ucayali
Tambo,PE,Junín
Perene,PE,Junín
Ene,PE,Junín
Mantaro,PE,Junín
Apurimac,PE,Junín
Jurua,BR,Amazonas
Purus,BR,Amazonas
Acre,BR,Amazonas
Rio Madeira,BR,Amazonas
Beni,BOL,Pando
Rio Madre de Dios,BOL,Pando
Rio Mamoré,BOL,Beni
Rio Guapay,BOL,Santa Cruz
Rio Guapay,BOL,Beni
Rio Guaporé,BOL,Beni
Rio Guaporé,BR,Rondônia
Tapajós,BR,Pará
Juruena,BR,Amazonas
Rio Teles Pires,BR,Amazonas
Xingu,BR,Pará
Tocantins,BR,Pará
Araguaia,BR,Pará
Araguaia,BR,Tocantins
Rio Parnaiba,BR,Maranhão
Rio Parnaiba,BR,Piauí
Rio Sao Francisco,BR,Alagoas
Rio Sao Francisco,BR,Sergipe
Rio Paraiba do Sul,BR,Rio de Janeiro
Parana,RA,Buenos Aires
Parana,RA,Entre Ríos
Paranaiba,BR,Mato Grosso do Sul
Paranaiba,BR,Minas Gerais
Rio Grande,BR,Minas Gerais
Rio Grande,BR,São Paulo
Tiete,BR,São Paulo
Paranapanema,BR,Paraná
Paranapanema,BR,São Paulo
Iguacu,BR,Paraná
Paraguay,RA,Chaco
Paraguay,PY,Paraguay
Pilcomayo,RA,Formosa
Pilcomayo,PY,Paraguay
Rio Cuiabá,BR,Mato Grosso
Rio Cuiabá,BR,Mato Grosso do Sul
Rio Salado,RA,Santa Fe
Uruguay,RA,Entre Ríos
Uruguay,ROU,Uruguay
Río Sali,RA,Santiago de Estero
Río Colorado,RA,Buenos Aires
Río Salado del Oeste,RA,La Pampa
Río Neuquen,RA,Buenos Aires
Río Neuquen,RA,Río Negro
Río Limay,RA,Neuquén
Río Limay,RA,Río Negro
Río Chubut,RA,Chubut
Río Deseado,RA,Santa Cruz
Río Santa Cruz,RA,Santa Cruz
Rio Rimac,PE,Callao
Rio Desaguadero,BOL,Oruro
Rio Loa,RCH,Antofagasta
Río Bío Bío,RCH,Bío-Bío
Río Baker,RCH,Aysén
Río Azopardo,RCH,Magallanes
Sebou,MA,Gharb Chrarda Beni Hssen
Moulouya,MA,Oriental
Chelif,DZ,Algeria
Rhumel,DZ,Algeria
Medjerda,TN,Tunisia
Senegal,RIM,Trarza
Senegal,SN,Saint-Louis
Gambia,WAG,Gambia
Rio Corubal,GUB,Guinea-Bissau
Rokel,SLE,Sierra Leone
Moa,SLE,Sierra Leone
Saint Paul River,LB,Liberia
Bandama,CI,Lagunes
Comoé,CI,Comoé
Volta,GH,Greater Accra
Volta,GH,Volta
Oti,GH,Oti
Ouémé,BEN,Benin
Mono,BEN,Benin
Niger,NGR,Delta
Tinkisso,RG,Guinea
Bani,RMM,Mopti
Baoulé,RMM,Mopti
Bagoé,RMM,Mopti
Sirba,RN,Tillabéri
Mékrou,RN,Tillabéri
Sokoto,NGR,Kebbi
Kaduna,NGR,Kebbi
Benue,NGR,Kogi
Gongola,NGR,Adamawa
Yobe,NGR,Borno
Yobe,RN,Diffa
Hadejia,NGR,Yobe
Jamaare,NGR,Yobe
Mayo Kebbi,CAM,Nord
Logone,TCH,Chad
Schari,TCH,Chad
Schari,CAM,Extrême-Nord
Nile,ET,Egypt
Atbara,SUD,Nahr an-Nīl
Tekeze,SUD,Al-Qaḍārif
Mareb,SUD,Kassalā
Blue Nile,SUD,Al-Kharṭūm
White Nile,SUD,Al-Kharṭūm
Sobat,SSD,South Sudan
Pibor,SSD,South Sudan
Pibor,ETH,Gambella
Baro,SSD,South Sudan
Baro,ETH,Gambella
Bahr el-Djebel/Albert Nil,SSD,South Sudan
Bahr el-Ghazal,SSD,South Sudan
Semliki,CGO,Ituri
Victoria Nile,EAU,Northern
Victoria Nile,EAU,Western
Kagera,EAU,Central
Rukurara-Nyabarongo,EAT,Kagera
Rukurara-Nyabarongo,RWA,Rwanda
Ruvuvu,EAT,Kagera
Luvironza,BI,Burundi
Simiyu,EAT,Mwanza
Mara,EAT,Mara
Nzoia,EAK,Kenya
Tana,EAK,Kenya
Jubba,SO,Somalia
Shabelle,SO,Somalia
Sanaga,CAM,Littoral
Ntem,GQ,Continental
Ntem,G,Gabon
Komo,G,Gabon
Ogooué,G,Gabon
Congo,CGO,Kongo Central
Sanga,RCB,Cuvette
Kadei,RCA,Central African Republic
Mambere,RCA,Central African Republic
Ubangi,RCB,Likouala
Ubangi,CGO,Équateur
Mbomou,RCA,Central African Republic
Mbomou,CGO,Bas-Uele
Uelle,CGO,Haut-Uele
Fimi,CGO,Mai-Ndombe
Lukenie,CGO,Mai-Ndombe
Kasai,CGO,Mai-Ndombe
Cuango,CGO,Kwilu
Cuango,CGO,Mai-Ndombe
Cuilo,CGO,Kwilu
Lulua,CGO,Lualaba
Tshuapa,CGO,Équateur
Lomami,CGO,Tshopo
Aruwimi,CGO,Haut-Uele
Lualaba,CGO,Tshopo
Lukuga,CGO,Tanganyika
Ruzizi,CGO,Sud-Kivu
Ruzizi,BI,Burundi
Malagarasi,EAT,Kigoma
Luvua,CGO,Haut-Katanga
Luapula,CGO,Haut-Katanga
Luapula,Z,Luapula
Chambeshi,Z,Luapula
Rufiji,EAT,Pwani
Zambezi,MOC,Zambézia
Cuando,NAM,Namibia
Cuando,RB,Botswana
Kafue,Z,Lusaka
Kafue,Z,Southern
Luangwa,MOC,Tete
Luangwa,Z,Lusaka
Shire,MOC,Tete
Shire,MOC,Zambézia
Cuanza,ANG,Luanda
Cuanza,ANG,Bengo
Cunene,ANG,Namibe
Cunene,NAM,Namibia
Okavango,RB,Botswana
Cuito,ANG,Cuando Cubango
Limpopo,MOC,Gaza
Oranje,NAM,Namibia
Oranje,RSA,Northern Cape
Vaal,RSA,Northern Cape
Mangoky,RM,Madagascar
Murchison River,AUS,Western Australia
Roper River,AUS,Northern Territory
Georgina River,AUS,South Australia
Murray River,AUS,South Australia
Darling River,AUS,New South Wales
Barwon River,AUS,New South Wales
Macintyre River,AUS,New South Wales
Macintyre River,AUS,Queensland
Weir River,AUS,Queensland
Culgoa River,AUS,New South Wales
Murrumbidgee River,AUS,New South Wales
Lachlan River,AUS,New South Wales
Molonglo River,AUS,Australia Capital Territory
Eucumbene River,AUS,New South Wales
Snowy River,AUS,Victoria
Waikato River,NZ,New Zealand
Whangaehu River,NZ,New Zealand
Clutha River,NZ,New Zealand
